company_names,ratings,reviews_count,salary_count,interview_count,jobs_count,company_sector,locations,benefits_count,page_num
Amazon Transportation Services,4.2,3.1k,8.3k,254,1,Logistics,Hyderabad / Secunderabad +228 other locations,246,14
PepsiCo,4.0,3.1k,13.4k,234,387,Food Processing,Hyderabad / Secunderabad +275 other locations,244,14
Titan Company,4.2,3.1k,9.5k,200,82,Retail,Bangalore / Bengaluru +184 other locations,333,14
Dilip Buildcon,3.9,3.1k,8.1k,185,20,Engineering & Construction,Bhopal +225 other locations,298,14
Mankind Pharma,3.8,3.1k,9.4k,253,11,Pharma,New Delhi +247 other locations,246,14
Walmart,3.4,3.1k,22.1k,437,208,Retail,Bangalore / Bengaluru +92 other locations,319,14
Varroc Group,3.6,3.1k,9.5k,219,57,Auto Components,Pune +62 other locations,230,14
S&P Global,4.0,3.1k,20.2k,325,232,Analytics & KPO,Hyderabad / Secunderabad +47 other locations,212,14
Future Group,4.2,3k,6.8k,84,--,Retail,Mumbai +207 other locations,423,14
Jindal Stainless,4.1,3k,11.4k,310,12,Iron & Steel,Jajpur +78 other locations,186,14
MSN Laboratories,3.6,3k,9.4k,171,41,Pharma,Hyderabad / Secunderabad +105 other locations,155,14
Societe Generale Global Solution Centre,3.6,3k,22.8k,294,137,IT Services & Consulting,Bangalore / Bengaluru +24 other locations,293,15
Afcons Infrastructure,4.2,3k,8.4k,266,31,Engineering & Construction,Mumbai +121 other locations,309,15
Torrent Pharmaceuticals,4.0,3k,10.2k,166,29,Pharma,Ahmedabad +129 other locations,310,15
Quest Global,3.5,3k,21k,359,144,IT Services & Consulting,Bangalore / Bengaluru +49 other locations,190,15
Square Yards,3.6,3k,9.2k,225,64,Internet,Gurgaon / Gurugram +51 other locations,232,15
I Process Services,3.8,2.9k,5.4k,132,1,Recruitment,Mumbai +405 other locations,127,15
CMS IT Services,3.1,2.9k,9.4k,155,51,IT Services & Consulting,Mumbai +152 other locations,193,15
IDFC FIRST Bharat,4.2,2.9k,4.8k,149,--,Financial Services,Chennai +421 other locations,71,15
ACC,3.9,2.9k,9.3k,233,2,Building Material,Mumbai +273 other locations,270,15
HDFC Sales,3.9,2.9k,8.4k,189,7,Financial Services,Mumbai +345 other locations,190,15
Zensar Technologies,3.7,2.9k,25.6k,277,330,IT Services & Consulting,Pune +28 other locations,243,15
ESAF Small Finance Bank,3.6,2.9k,7.6k,165,37,Banking,Thrissur +440 other locations,104,15
Suzlon Group,4.0,2.9k,7.9k,170,22,Power,Pune +142 other locations,322,15
DS Group,4.1,2.9k,7.7k,213,49,FMCG,Noida +278 other locations,207,15
Shoppers Stop,4.0,2.9k,6.9k,141,36,Retail,Mumbai +82 other locations,320,15
Sagility,3.9,2.9k,11.4k,241,87,BPO,Bangalore / Bengaluru +27 other locations,36,15
Eternal Limited,3.7,2.9k,14.5k,360,11,Internet,Gurgaon / Gurugram +219 other locations,218,15
Ola Electric Mobility,3.4,2.9k,9.2k,295,--,Automobile,Bangalore / Bengaluru +420 other locations,76,15
Tata Elxsi,3.5,2.9k,22.6k,338,42,IT Services & Consulting,Bangalore / Bengaluru +30 other locations,202,15
Fujitsu,3.8,2.9k,17.3k,212,140,IT Services & Consulting,Pune +41 other locations,190,15
VVDN Technologies,3.6,2.9k,13.6k,255,16,IT Services & Consulting,Gurgaon / Gurugram +49 other locations,127,16
Apollo Tyres,4.0,2.8k,9.9k,149,--,Auto Components,Chennai +181 other locations,320,16
Nokia,4.0,2.8k,16.3k,313,88,Telecom,Bangalore / Bengaluru +166 other locations,537,16
Indus Towers,3.6,2.8k,9k,223,25,Telecom,Gurgaon / Gurugram +240 other locations,202,16
Yazaki,3.9,2.8k,8.9k,178,4,Auto Components,Pune +93 other locations,253,16
Bharat Financial Inclusion,3.7,2.8k,5.1k,121,1,Financial Services,Hyderabad / Secunderabad +495 other locations,174,16
IKS Health,3.6,2.8k,11.2k,261,25,Healthcare,Mumbai +31 other locations,225,16
Fiserv,2.9,2.8k,17.6k,193,4,FinTech,Pune +32 other locations,311,16
UnitedHealth,4.0,2.8k,14.4k,84,--,Healthcare,Hyderabad / Secunderabad +17 other locations,432,16
Shree Cement,3.8,2.8k,9.8k,211,7,Building Material,Beawar +254 other locations,214,16
Landmark Group,3.8,2.7k,9.2k,175,9,Retail,Bangalore / Bengaluru +174 other locations,267,16
Dalmia Bharat Cement,3.9,2.7k,3.8k,197,3,Building Material,Guwahati +251 other locations,243,16
Britannia,4.0,2.7k,8.1k,221,3,FMCG,Pune +301 other locations,245,16
SRF,4.1,2.7k,8.8k,209,13,Chemicals,Bharuch +67 other locations,250,16
Blue Dart Express Ltd,3.9,2.7k,6.8k,127,3,Logistics,Mumbai +280 other locations,233,16
Kansai Nerolac Paints,3.8,2.7k,7.9k,189,66,Chemicals,Mumbai +253 other locations,189,16
Exide Industries,3.4,2.7k,8.6k,212,48,Auto Components,Kolkata +199 other locations,242,16
Whitehat jr,3.3,2.7k,9.4k,265,--,EdTech,Mumbai +49 other locations,944,16
Shell,3.9,2.7k,13.8k,231,3,Oil & Gas,Bangalore / Bengaluru +91 other locations,257,16
Nestlé,3.8,2.7k,9.6k,279,16,FMCG,Gurgaon / Gurugram +280 other locations,319,16
Zepto,3.5,2.7k,9.1k,442,36,Internet,Bangalore / Bengaluru +101 other locations,28,17
Flex,3.9,2.7k,15.8k,212,74,Electronics Manufacturing,Chennai +46 other locations,439,17
Micro Labs,3.6,2.7k,9.8k,152,11,Pharma,Bangalore / Bengaluru +151 other locations,205,17
ElasticRun,3.6,2.7k,6.1k,273,5,Logistics,Pune +386 other locations,224,17
Capita,3.5,2.6k,12.9k,165,47,BPO,Pune +31 other locations,330,17
TVS Supply Chain Solutions,3.8,2.6k,8.4k,155,12,Logistics,Chennai +153 other locations,190,17
KFintech,3.4,2.6k,11.1k,169,12,Financial Services,Hyderabad / Secunderabad +113 other locations,47,17
ZS,3.1,2.6k,20k,514,145,Management Consulting,Pune +16 other locations,261,17
Star Health & Allied Insurance,3.5,2.6k,9.9k,155,25,Insurance,Chennai +328 other locations,164,17
KPMG Global Services,3.5,2.6k,23.7k,254,12,Management Consulting,Bangalore / Bengaluru +37 other locations,6,17
G4S,4.0,2.6k,5.1k,128,636,Law Enforcement & Security,Gurgaon / Gurugram +162 other locations,235,17
Tata Electronics,3.9,2.6k,10.8k,254,18,Semiconductors,Hosur +49 other locations,61,17
Voltas,4.0,2.6k,8.7k,174,21,Consumer Electronics & Appliances,Mumbai +206 other locations,257,17
BlackBuck,3.7,2.6k,6.1k,212,22,Internet,Bangalore / Bengaluru +365 other locations,245,17
Sonalika Tractors,3.6,2.6k,8.9k,168,--,Automobile,Hoshiarpur +192 other locations,173,17
Ajanta Pharma,3.9,2.6k,8.9k,162,40,Pharma,Mumbai +118 other locations,214,17
Blue Star,4.1,2.6k,9.7k,195,12,Consumer Electronics & Appliances,Mumbai +147 other locations,237,17
Care Health Insurance,3.5,2.6k,8.5k,158,56,Insurance,Gurgaon / Gurugram +244 other locations,166,17
Domino's Pizza,3.9,2.6k,4.1k,122,--,Hospitality,New Delhi +246 other locations,392,17
Exl India,3.6,2.6k,15.1k,129,1,Logistics,New Delhi +43 other locations,163,17
Fortis Healthcare,4.0,2.5k,7.5k,187,699,Healthcare,New Delhi +69 other locations,139,18
ACT Fibernet,3.9,2.5k,7.7k,159,124,Telecom,Hyderabad / Secunderabad +57 other locations,255,18
Gallagher,3.7,2.5k,14k,267,154,Insurance,Bangalore / Bengaluru +29 other locations,120,18
NoBroker,3.0,2.5k,10.6k,280,338,Internet,Bangalore / Bengaluru +47 other locations,352,18
Adani Power,3.7,2.5k,9.3k,303,--,Power,Mundra +127 other locations,162,18
Bajaj Electricals,3.9,2.5k,7.5k,150,16,Consumer Electronics & Appliances,Mumbai +233 other locations,289,18
Sahrudaya Healthcare (Medicover Hospitals),4.4,2.5k,3.4k,144,26,Healthcare,Hyderabad / Secunderabad +45 other locations,36,18
Movate,3.1,2.5k,14.9k,289,99,IT Services & Consulting,Chennai +38 other locations,2,18
DBS Bank,3.7,2.5k,12.8k,194,223,Banking,Hyderabad / Secunderabad +177 other locations,192,18
Sammaan Capital Limited,3.8,2.5k,5.8k,112,2,NBFC,Gurgaon / Gurugram +201 other locations,118,18
Sterlite Technologies,3.8,2.5k,10.1k,181,123,Hardware & Networking,Aurangabad +101 other locations,208,18
V-Mart,4.1,2.5k,4.4k,192,18,Retail,Gurgaon / Gurugram +284 other locations,210,18
Foundever,3.4,2.5k,8.7k,178,70,BPO,Hyderabad / Secunderabad +22 other locations,199,18
Alldigi Tech,3.9,2.5k,7.6k,231,18,BPO,Chennai +36 other locations,112,18
Himalaya Wellness,4.0,2.5k,5.9k,145,20,Pharma,Bangalore / Bengaluru +236 other locations,255,18
Tata Advanced Systems,3.7,2.5k,12.5k,183,--,Defence & Aerospace,Bangalore / Bengaluru +56 other locations,132,18
BT Group,3.8,2.5k,11.4k,225,6,Telecom,Gurgaon / Gurugram +23 other locations,264,18
Tractors and Farm Equipment,3.9,2.5k,8.3k,132,13,Industrial Machinery,Chennai +192 other locations,275,18
Parle Agro,4.0,2.5k,6.5k,143,3,Beverage,Mumbai +257 other locations,212,18
Foxconn,3.9,2.5k,10.3k,225,17,Electronics Manufacturing,Chennai +60 other locations,170,18
JCB,3.9,2.4k,9.5k,164,--,Industrial Machinery,Pune +113 other locations,233,19
IntouchCX,2.7,2.4k,9.8k,238,232,BPO,Hyderabad / Secunderabad +22 other locations,146,19
Physicswallah,3.5,2.4k,8.1k,264,101,EdTech,Noida +122 other locations,20,19
Northern Trust Operating Services,3.6,2.4k,17.1k,239,33,Financial Services,Bangalore / Bengaluru +27 other locations,225,19
Patanjali Ayurved,3.9,2.4k,5.8k,135,--,FMCG,Haridwar +301 other locations,248,19
Statestreet HCL Services,3.4,2.4k,13.8k,219,--,BPO,Chennai +18 other locations,201,19
McDonald's,3.8,2.4k,4.9k,154,--,Hospitality,New Delhi +149 other locations,410,19
Laurus Labs,4.3,2.4k,7.1k,153,8,Pharma,Visakhapatnam +33 other locations,204,19
Photon Interactive,4.1,2.4k,7.3k,130,865,IT Services & Consulting,Chennai +18 other locations,123,19
Paras Hospital,4.1,2.4k,3.1k,99,34,Healthcare,Patna +62 other locations,126,19
ICICI Securities,3.9,2.4k,9.5k,195,1,Financial Services,Mumbai +148 other locations,184,19
Emcure Pharmaceuticals,3.6,2.4k,8.3k,125,31,Pharma,Pune +115 other locations,233,19
Canara HSBC Life Insurance,3.6,2.4k,6.3k,132,5,Insurance,Gurgaon / Gurugram +312 other locations,168,19
Planet Spark,3.9,2.4k,3.4k,585,67,EdTech,Gurgaon / Gurugram +61 other locations,191,19
Mahindra Holidays & Resorts,3.5,2.4k,5.7k,127,74,Hospitality,Mumbai +113 other locations,202,19
Biocon Limited,4.0,2.4k,11.7k,183,16,Biotechnology,Bangalore / Bengaluru +66 other locations,2,19
Datamatics Global Services,3.3,2.4k,11.6k,180,61,IT Services & Consulting,Mumbai +37 other locations,183,19
Mahindra Rural Housing Finance,4.0,2.4k,4.7k,102,10,NBFC,Mumbai +461 other locations,180,19
Intellect Design Arena,3.6,2.4k,13.4k,181,20,Software Product,Chennai +40 other locations,118,19
Axis Direct,3.6,2.4k,4.7k,87,48,Financial Services,Mumbai +270 other locations,226,19
Taj Hotels Resorts and Palaces,4.2,2.4k,4.8k,155,198,Hospitality,Mumbai +109 other locations,178,20
Hero FinCorp,3.9,2.4k,5.6k,118,42,NBFC,New Delhi +389 other locations,129,20
Cholamandalam MS General Insurance,3.7,2.3k,6k,115,1,Insurance,Chennai +386 other locations,166,20
3i Infotech,3.4,2.3k,10.7k,164,101,IT Services & Consulting,Mumbai +128 other locations,149,20
Capgemini Engineering,3.4,2.3k,14.6k,396,1,IT Services & Consulting,Bangalore / Bengaluru +27 other locations,139,20
Info Edge,3.9,2.3k,11.1k,375,313,Internet,Noida +69 other locations,298,20
Cadila Pharmaceuticals,3.3,2.3k,7.8k,155,69,Pharma,Ahmedabad +133 other locations,167,20
Adani Group,3.8,2.3k,10.8k,283,1.1k,Power,Ahmedabad +191 other locations,101,20
Aditya Birla Group,4.1,2.3k,10k,241,--,Metals & Mining,Mumbai +265 other locations,248,20
Syngene International,3.8,2.3k,12.5k,191,1,Clinical Research,Bangalore / Bengaluru +21 other locations,217,20
KocharTech,3.6,2.3k,3.8k,79,61,IT Services & Consulting,Kolkata +25 other locations,582,20
CorroHealth infotech,3.7,2.3k,7.2k,275,86,Analytics & KPO,Hyderabad / Secunderabad +33 other locations,9,20
Bureau Veritas,3.8,2.3k,8.1k,143,16,Other,Mumbai +143 other locations,176,20
Cybage,3.8,2.3k,17.3k,212,31,IT Services & Consulting,Pune +15 other locations,268,20
Delhi Public School,3.8,2.3k,5.2k,154,182,Education & Training,New Delhi +273 other locations,258,20
Xoriant,4.1,2.3k,11.6k,233,50,IT Services & Consulting,Pune +23 other locations,413,20
Aavas Financiers,3.9,2.3k,5.5k,118,40,NBFC,Jaipur +292 other locations,138,20
Lifestyle,4.2,2.3k,6.7k,83,16,Retail,Bangalore / Bengaluru +129 other locations,278,20
GVK Emergency Management and Research Institute,3.6,2.3k,4.6k,116,33,Non-Profit,Lucknow +212 other locations,176,20
RMSI,3.6,2.3k,8.5k,192,17,IT Services & Consulting,Hyderabad / Secunderabad +25 other locations,184,20
Akums Drugs & Pharmaceuticals Limited,4.2,2.3k,6.2k,327,21,Pharma,Haridwar +39 other locations,147,21
Sopra Steria,3.9,2.3k,13.9k,183,234,IT Services & Consulting,Noida +20 other locations,240,21
Straive,3.3,2.3k,10.1k,221,99,IT Services & Consulting,Chennai +31 other locations,122,21
Kia India,4.0,2.3k,8.2k,174,89,Automobile,Anantapur +186 other locations,166,21
Eureka Forbes,3.6,2.3k,5.6k,91,3,Consumer Electronics & Appliances,Mumbai +184 other locations,227,21
Sobha,3.8,2.2k,8.3k,164,52,Real Estate,Bangalore / Bengaluru +36 other locations,220,21
TaskUs,3.1,2.2k,9.1k,220,247,BPO,Indore +35 other locations,118,21
Radisson Hotels,4.0,2.2k,5.2k,98,19,Hospitality,New Delhi +126 other locations,312,21
Unacademy,2.9,2.2k,10.2k,236,43,EdTech,Bangalore / Bengaluru +72 other locations,153,21
Apollo Pharmacy,3.7,2.2k,7k,179,1k,Pharma,Hyderabad / Secunderabad +280 other locations,128,21
Myntra,3.9,2.2k,10.3k,306,51,Internet,Bangalore / Bengaluru +103 other locations,305,21
Lodha,4.1,2.2k,8.6k,168,224,Real Estate,Mumbai +30 other locations,173,21
Panasonic Life Solutions India,3.9,2.2k,6.4k,96,13,Consumer Electronics & Appliances,Haridwar +169 other locations,105,21
TCE,3.8,2.2k,9.2k,291,33,Engineering & Construction,Mumbai +132 other locations,165,21
Endurance Technologies Limited,3.9,2.2k,7.8k,134,21,Auto Components,Aurangabad +48 other locations,230,21
Lava International,3.9,2.2k,4.4k,86,1,Consumer Electronics & Appliances,Noida +222 other locations,302,21
Team Computers,3.6,2.2k,8.4k,198,163,IT Services & Consulting,New Delhi +103 other locations,115,21
SBI Securities,3.6,2.2k,6.8k,180,28,Financial Services,Mumbai +315 other locations,105,21
Adani Wilmar,4.0,2.2k,6.7k,131,92,FMCG,Ahmedabad +198 other locations,171,21
